iter	MultiClass
177	0.2058971733
178	0.2058329645
179	0.2057680509
180	0.205684345
181	0.2055960139
182	0.2055584098
183	0.2054330338
184	0.2053608817
185	0.2053399452
186	0.2052810913
187	0.2052107989
188	0.2051395892
189	0.2050416668
190	0.2049586908
191	0.2048852862
192	0.2048335111
193	0.2047906551
194	0.2047297337
195	0.2046147213
196	0.204583329
197	0.2045361819
198	0.2044725852
199	0.2044085133
200	0.2043293989
201	0.2041820022
202	0.2040898273
203	0.2040413213
204	0.2039759666
205	0.203912408
206	0.2038563855
207	0.2037923674
208	0.2037426731
209	0.203688341
210	0.2035745273
211	0.2035194087
212	0.2033899652
213	0.2033359672
214	0.2033046634
215	0.2032474299
216	0.2031219748
217	0.2030336873
218	0.2029821009
219	0.2029320932
220	0.2028936528
221	0.2028544306
222	0.2028099914
223	0.2027748233
224	0.2026408952
225	0.2025839423
226	0.2025268462
227	0.2025045822
228	0.2024716508
229	0.2024457215
230	0.2023855077
231	0.2023540405
232	0.2023077795
233	0.2022427612
234	0.2021911003
235	0.2021314675
236	0.20208963
237	0.2020539527
238	0.2019936944
239	0.2019481376
240	0.2019205599
241	0.2018785044
242	0.2018531144
243	0.2018276728
244	0.2017554539
245	0.2016781671
246	0.2016441849
247	0.2016219647
248	0.2015623807
249	0.2014879051
250	0.2014599195
251	0.2014384361
252	0.2014141234
253	0.2013806351
254	0.2013530542
255	0.2013298277
256	0.2012997836
257	0.2012867777
258	0.2012728792
259	0.2012292896
260	0.2011637112
261	0.2011351109
262	0.201119407
263	0.2010885008
264	0.2009629553
265	0.2009250475
266	0.2008995936
267	0.2008854718
268	0.2008491119
269	0.2007828965
270	0.2007463564
271	0.2007269033
272	0.2007122827
273	0.2006753913
274	0.2006470024
275	0.2005901017
276	0.2005617823
277	0.2005423965
278	0.2005096166
279	0.2004886101
280	0.2004428682
281	0.2004023575
282	0.2003701549
283	0.2003296849
284	0.2002865061
285	0.2002611411
286	0.2002419517
287	0.2001611284
288	0.2001426972
289	0.2001271973
290	0.2001171327
291	0.2000938565
292	0.2000625587
293	0.2000480785
294	0.2000269075
295	0.1999409796
296	0.1999263083
297	0.1999044671
298	0.1998947739
299	0.1998564656
300	0.1998086104
301	0.1997627179
302	0.1997054411
303	0.1996985869
304	0.1996501784
305	0.1995941546
306	0.1995738597
307	0.1995350848
308	0.1995215337
309	0.1994959139
310	0.1994587151
311	0.1994210279
312	0.1993791732
313	0.199371109
314	0.1992961173
315	0.1992648211
316	0.1992537364
317	0.1992191471
318	0.1991949491
319	0.1991858145
320	0.1991192394
321	0.1990660514
322	0.1990470484
323	0.199032861
324	0.199000715
325	0.1989690438
326	0.1989544
327	0.1989444031
328	0.1989343767
329	0.1989146612
330	0.1989019748
331	0.1988793967
332	0.1988626543
333	0.1988444031
334	0.1987902757
335	0.1987767429
336	0.1987667883
337	0.1987614754
338	0.1987536607
339	0.1987446508
340	0.1986936451
341	0.1986840511
342	0.1986300496
343	0.1986139826
344	0.1985844903
345	0.19857627
346	0.1985653806
347	0.1985517285
348	0.1985460336
349	0.1985381758
350	0.1984916469
351	0.1984732223
352	0.1984677201
353	0.1984509733
354	0.1984417045
355	0.1984266037
356	0.1984223128
357	0.1983363555
358	0.1983222208
359	0.198311968
360	0.1982980429
361	0.1982834841
362	0.1982382391
363	0.1982333821
364	0.1982279968
365	0.1981925712
366	0.198186032
367	0.1981237395
368	0.1981020638
369	0.1980728263
370	0.198065551
371	0.1980051824
372	0.1979596954
373	0.197952748
374	0.1979416738
375	0.1979257561
376	0.1978924052
377	0.1978854544
378	0.1978698486
379	0.1978395587
380	0.1978238706
381	0.1977793993
382	0.1977706262
383	0.1977593346
384	0.197735976
385	0.1977143197
386	0.1977088325
387	0.1976773265
388	0.1976690767
389	0.1976558302
390	0.1976150086
391	0.1976079515
392	0.1975997393
393	0.197579976
394	0.1975587993
395	0.1975380763
396	0.1975136914
397	0.1974681357
398	0.1974588606
399	0.1974286057
400	0.1974151504
401	0.1973876224
402	0.1973819579
403	0.1973803184
404	0.1973764559
405	0.1973501775
406	0.1973430425
407	0.1973322156
408	0.1973264244
409	0.1972756848
410	0.197272159
411	0.1972547855
412	0.1972446599
413	0.1972231922
414	0.1972178053
415	0.1972103954
416	0.1971924921
417	0.1971827296
418	0.1971777225
419	0.1971702864
420	0.1971404074
421	0.1971007974
422	0.1970770502
423	0.1970698658
424	0.1970477534
425	0.1970287717
426	0.1970119307
427	0.1970055656
428	0.1969932077
429	0.1969603554
430	0.1969565433
431	0.1969532578
432	0.1969477832
433	0.1969270485
434	0.1969134237
435	0.1969028339
436	0.1968851968
437	0.1968747169
438	0.1968659848
439	0.196859255
440	0.196830725
441	0.1968185203
442	0.1968142991
443	0.1968112324
444	0.1967865803
445	0.1967640691
446	0.1967578239
447	0.1967550062
448	0.1967479672
449	0.196743706
450	0.1967221687
451	0.1967169932
452	0.196709825
453	0.196707405
454	0.1967047541
455	0.196683756
456	0.1966815321
457	0.1966471006
458	0.1966424494
459	0.1966379878
460	0.1966326261
461	0.196588747
462	0.1965843257
463	0.1965819399
464	0.1965784691
465	0.1965736219
466	0.1965709065
467	0.1965400156
468	0.1965320126
469	0.1965030334
470	0.1964980867
471	0.1964554735
472	0.1964276738
473	0.1964108615
474	0.1964015874
475	0.1963794528
476	0.1963655784
477	0.196361993
478	0.1963457481
479	0.1963295178
480	0.196326482
481	0.1963161526
482	0.1963135405
483	0.1963066901
484	0.1963041905
485	0.1962966082
486	0.1962936818
487	0.196289858
488	0.1962863548
489	0.1962836049
490	0.1962671011
491	0.1962611583
492	0.1962532022
493	0.196248607
494	0.1962386733
495	0.196214207
496	0.1962098237
497	0.1962058808
498	0.1961958207
499	0.1961903748
500	0.1961887812
501	0.1961870954
502	0.1961740279
503	0.1961690037
504	0.1961568288
505	0.1961332224
506	0.1961216982
507	0.196116808
508	0.1961103029
509	0.1960962977
510	0.1960874139
511	0.1960816873
512	0.1960634589
513	0.1960507843
514	0.196026919
515	0.1960255128
516	0.1959876064
517	0.1959718423
518	0.195965341
519	0.1959580965
520	0.1959514215
521	0.1959485526
522	0.1959389452
523	0.1959372373
524	0.1959348657
525	0.19592449
526	0.1959125587
527	0.1959068933
528	0.1959051602
529	0.1958912298
530	0.1958891234
531	0.1958695273
532	0.1958537177
533	0.1958337891
534	0.1958269814
535	0.1958236551
536	0.1958046442
537	0.1957757914
538	0.1957662415
539	0.1957614889
540	0.1957557567
541	0.1957412227
542	0.1957351063
543	0.1957325322
544	0.1957144829
545	0.1957071721
546	0.1957063608
547	0.1956994878
548	0.1956977409
549	0.1956934962
550	0.1956876161
551	0.1956858893
552	0.1956845875
553	0.1956661656
554	0.1956587177
555	0.1956492697
556	0.1956310051
557	0.1956291894
558	0.1956211984
559	0.1956193765
560	0.195615094
561	0.1955950704
562	0.1955814447
563	0.195576177
564	0.1955747868
565	0.1955662156
566	0.1955624727
567	0.1955605522
568	0.1955580627
569	0.1955379923
570	0.1955322829
571	0.1955104886
572	0.1954961839
573	0.195494533
574	0.1954848886
575	0.1954832953
576	0.195482098
577	0.1954696352
578	0.1954683345
579	0.1954671481
580	0.1954656635
581	0.1954641266
582	0.1954631464
583	0.1954524806
584	0.1954395779
585	0.1954151655
586	0.1954131664
587	0.1954024807
588	0.1953995781
589	0.1953980701
590	0.1953849799
591	0.195377588
592	0.1953580697
593	0.19531212
594	0.1953054989
595	0.1953043783
596	0.1953033455
597	0.1953022047
598	0.1953014051
599	0.1952984073
600	0.1952973349
601	0.1952862431
602	0.1952723488
603	0.1952656261
604	0.1952645014
605	0.1952561745
606	0.1952502978
607	0.1952247077
608	0.195217947
609	0.1952152419
610	0.1951836752
611	0.1951828172
612	0.1951764866
613	0.1951718294
614	0.1951688458
615	0.1951583388
616	0.1951499625
617	0.1951479056
618	0.195120787
619	0.1951176787
620	0.1951150353
621	0.1951061473
622	0.1951026487
623	0.1951018847
624	0.1950955629
625	0.1950937606
626	0.1950926801
627	0.1950902189
628	0.1950892028
629	0.1950818397
630	0.1950759266
631	0.1950634561
632	0.1950622475
633	0.1950614102
634	0.1950559436
635	0.1950166128
636	0.195015125
637	0.195013716
638	0.1950103162
639	0.1949918899
640	0.1949815516
641	0.1949801151
642	0.1949570897
643	0.1949553182
644	0.1949377537
645	0.1949361882
646	0.1949352122
647	0.1949338704
648	0.1949331329
649	0.1949049425
650	0.1949003814
651	0.1948992268
652	0.1948981193
653	0.1948959764
654	0.1948952553
655	0.1948945377
656	0.194889254
657	0.1948882554
658	0.1948815794
659	0.1948731214
660	0.1948693315
661	0.1948580634
662	0.1948567426
663	0.1948552543
664	0.19485231
665	0.1948501094
666	0.1948491743
667	0.1948482985
668	0.1948476552
669	0.1948349396
670	0.1948342328
671	0.1948175295
672	0.1948047671
673	0.1947714035
674	0.1947705789
675	0.1947411973
676	0.1947329517
677	0.1947005212
678	0.194698463
679	0.1946897153
680	0.1946846567
681	0.1946837214
682	0.1946821135
683	0.1946492556
684	0.1946482343
685	0.1946472234
686	0.1946457901
687	0.1946327893
688	0.1946306854
689	0.1946222669
690	0.1946187628
691	0.1946178739
692	0.1946143068
693	0.1946131993
694	0.1946073483
695	0.194580735
696	0.1945797395
697	0.194577991
698	0.1945661014
699	0.1945549037
700	0.1945442551
701	0.1945206666
702	0.1945191767
703	0.1945179262
704	0.1945167789
705	0.1945160675
706	0.1945153711
707	0.1945149356
708	0.1945059774
709	0.1945050525
710	0.1945041408
711	0.1945037585
712	0.1944973224
713	0.1944968797
714	0.1944963428
715	0.1944953179
716	0.1944945115
717	0.1944941441
718	0.1944934719
719	0.1944852544
720	0.1944805316
721	0.1944721296
722	0.1944706027
723	0.1944697979
724	0.1944646639
725	0.1944487241
726	0.1944477524
727	0.1944443692
728	0.1944405157
729	0.1944366504
730	0.1944356228
731	0.1944344771
732	0.1944306344
733	0.1944292599
734	0.1944280858
735	0.1944271133
736	0.1944029756
737	0.1944019177
738	0.1944010724
739	0.1944003353
740	0.1943993831
741	0.1943938686
742	0.1943928809
743	0.1943924824
744	0.1943912696
745	0.1943855276
746	0.1943849128
747	0.194384233
748	0.194381667
749	0.1943790353
750	0.1943502865
751	0.1943495104
752	0.1943483719
753	0.1943357853
754	0.1943316328
755	0.194311093
756	0.1943102
757	0.1943065728
758	0.1943061192
759	0.1943056152
760	0.1943050308
761	0.1942934704
762	0.194265666
763	0.1942604723
764	0.1942548567
765	0.1942454869
766	0.1942448882
767	0.1942399304
768	0.1942388692
769	0.1942337621
770	0.1942330529
771	0.194232651
772	0.194232013
773	0.1942296849
774	0.1942203865
775	0.1942198631
776	0.1942190029
777	0.1942181691
778	0.1942044259
779	0.1941982192
780	0.194197799
781	0.1941946484
782	0.1941879953
783	0.19418676
784	0.1941841939
785	0.1941837727
786	0.1941828376
787	0.1941805321
788	0.1941743568
789	0.1941729667
790	0.1941713593
791	0.1941702863
792	0.1941696187
793	0.1941350185
794	0.1941344741
795	0.1941095015
796	0.1941084986
797	0.1941081164
798	0.1941078163
799	0.1940992465
800	0.1940988997
801	0.1940980624
802	0.1940945365
803	0.1940939631
804	0.1940873447
805	0.1940864591
806	0.1940585323
807	0.1940474271
808	0.1940382766
809	0.1940216744
810	0.1940198812
811	0.1940192442
812	0.1940188315
813	0.1940184564
814	0.1940174738
815	0.1940157877
816	0.1940150689
817	0.1940146047
818	0.1940112847
819	0.1940109707
820	0.1940104747
821	0.1940059779
822	0.1940056781
823	0.1940050827
824	0.1940046171
825	0.1940032509
826	0.1940014241
827	0.1940007776
828	0.1940002212
829	0.193988148
830	0.1939877586
831	0.1939849245
832	0.193980174
833	0.1939794173
834	0.1939756922
835	0.1939752846
836	0.1939744953
837	0.1939736791
838	0.1939731215
839	0.1939726789
840	0.1939719745
841	0.1939712149
842	0.1939693339
843	0.1939677614
844	0.193949963
845	0.1939469246
846	0.1939457115
847	0.1939346735
848	0.1939128899
849	0.1939122638
850	0.1939099434
851	0.19390871
852	0.1939035232
853	0.1939014491
854	0.1939008361
855	0.1939004772
856	0.1938989948
857	0.1938983964
858	0.1938957321
859	0.1938949259
860	0.1938930027
861	0.1938901609
862	0.1938898967
863	0.1938886551
864	0.1938850294
865	0.1938825262
866	0.1938791664
867	0.1938783774
868	0.1938591702
869	0.1938564922
870	0.1938544236
871	0.1938541232
872	0.1938537885
873	0.1938313348
874	0.1938296934
875	0.1938291866
876	0.1938286306
877	0.1938215146
878	0.1938208696
879	0.1938032699
880	0.1937990789
881	0.1937963112
882	0.1937929572
883	0.1937603331
884	0.1937496545
885	0.193745212
886	0.1937350167
887	0.1937280115
888	0.1937272909
889	0.1937168734
890	0.1936896196
891	0.1936891811
892	0.1936713297
893	0.1936688612
894	0.1936675928
895	0.1936643063
896	0.1936547186
897	0.1936529805
898	0.1936474957
899	0.1936461448
900	0.1936458759
901	0.1936455959
902	0.1936452303
903	0.1936214911
904	0.1936197046
905	0.193615626
906	0.1936124292
907	0.1935864219
908	0.1935838495
909	0.1935830416
910	0.1935799072
911	0.1935793975
912	0.1935786195
913	0.1935743183
914	0.1935736305
915	0.1935734136
916	0.1935714472
917	0.1935521828
918	0.1935459275
919	0.1935307904
920	0.1935294076
921	0.1935281409
922	0.1935276882
923	0.1935273159
924	0.1935270282
925	0.1935046992
926	0.1935042733
927	0.1935016595
928	0.1935012058
929	0.193499131
930	0.1934980769
931	0.1934975049
932	0.1934969237
933	0.1934967091
934	0.1934939351
935	0.1934866217
936	0.1934818563
937	0.193480376
938	0.1934800208
939	0.1934796804
940	0.1934792778
941	0.193478492
942	0.1934756791
943	0.1934752206
944	0.1934747249
945	0.1934743249
946	0.1934735442
947	0.1934625614
948	0.193462051
949	0.1934518808
950	0.1934479035
951	0.1934442498
952	0.193442702
953	0.193437041
954	0.1934348053
955	0.193434285
956	0.1934324335
957	0.1934305159
958	0.1934300175
959	0.1934275013
960	0.1934253417
961	0.193425066
962	0.1934214871
963	0.1934212199
964	0.1934141744
965	0.1934139375
966	0.1934132864
967	0.1934105138
968	0.1934095353
969	0.1934092743
970	0.1934057163
971	0.1934039864
972	0.1934037153
973	0.1934029003
974	0.1934024816
975	0.1934012952
976	0.1934008633
977	0.1934003318
978	0.1933993802
979	0.1933887923
980	0.1933885636
981	0.1933873823
982	0.1933813406
983	0.1933808453
984	0.193368782
985	0.1933654912
986	0.1933650748
987	0.1933644296
988	0.1933629679
989	0.1933602697
990	0.1933597575
991	0.1933569644
992	0.193355376
993	0.1933549324
994	0.1933545655
995	0.1933537116
996	0.1933412712
997	0.1933409944
998	0.1933404895
999	0.1933403075
